Handle,Title,Variant SKU,Tags Command,Tags,Metafield: custom.mb_cap [integer],Metafield: custom.mb_used [integer]
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-O-BOX-18""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-P-BOX-16""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-P-BOX-18""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-Q-BOX-16""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-Q-BOX-18""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-R-BOX-16""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-R-BOX-18""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-S-BOX-16""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-S-BOX-18""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-T-BOX-16""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-T-BOX-18""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-U-BOX-16""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-U-BOX-18""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-V-BOX-16""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-V-BOX-18""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-W-BOX-16""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-W-BOX-18""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-X-BOX-16""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-X-BOX-18""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-Y-BOX-16""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-Y-BOX-18""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-Z-BOX-16""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-Z-BOX-18""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
classic-ny-rangers-necklace,Classic NY Rangers Necklace,"N/CLSC-NY-RANGR-BOX-16""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
classic-ny-rangers-necklace,Classic NY Rangers Necklace,"N/CLSC-NY-RANGR-BOX-18""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
classic-ny-rangers-necklace,Classic NY Rangers Necklace,"N/CLSC-NY-RANGR-BOX-16""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
classic-ny-rangers-necklace,Classic NY Rangers Necklace,"N/CLSC-NY-RANGR-BOX-18""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
royal-cross-necklace,Royal Cross Necklace,"N/RYL-CRS-BOX-16""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
royal-cross-necklace,Royal Cross Necklace,"N/RYL-CRS-BOX-18""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
star-of-david-chai-necklace,Star Of David + Chai Necklace,"N/STR-DAV+CHAI-BOX-16""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
star-of-david-chai-necklace,Star Of David + Chai Necklace,"N/STR-DAV+CHAI-BOX-18""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
star-of-david-chai-necklace,Star Of David + Chai Necklace,"N/STR-DAV+CHAI-BOX-16""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
star-of-david-chai-necklace,Star Of David + Chai Necklace,"N/STR-DAV+CHAI-BOX-18""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
cz-heart-necklace,Cz Heart Necklace,N/HRT-SLVR,MERGE,mystery-box-tier-2,9999,0
cz-heart-necklace,Cz Heart Necklace,N/HRT-PNK-SLVR,MERGE,mystery-box-tier-2,9999,0
iced-chai-necklace,Iced Chai Necklace,"N/CZ-CHAI-BOX-16""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
iced-chai-necklace,Iced Chai Necklace,"N/CZ-CHAI-BOX-18""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
iced-chai-necklace,Iced Chai Necklace,"N/CZ-CHAI-BOX-16""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
iced-chai-necklace,Iced Chai Necklace,"N/CZ-CHAI-BOX-18""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
iced-bubble-hoop-earring,Iced Bubble Hoop Earring,E/CZ-BUB-HP-GRN-GLD,MERGE,mystery-box-tier-2,9999,0
iced-bubble-hoop-earring,Iced Bubble Hoop Earring,E/CZ-BUB-HP-GRN-SLVR,MERGE,mystery-box-tier-2,9999,0
royal-cross-cuff-bracelet,Royal Cross Cuff Bracelet,B/RYL-CRS-CUFF-GLD,MERGE,mystery-box-tier-2,9999,0
iced-medium-jumbo-number-necklace,Iced Medium Jumbo Number Necklace,N/CZ-BUB-NUM-0-BUB-NUM-1.5MM-KT-GLD,MERGE,mystery-box-tier-2,9999,0
iced-medium-jumbo-number-necklace,Iced Medium Jumbo Number Necklace,N/CZ-BUB-NUM-1-BUB-NUM-1.5MM-KT-GLD,MERGE,mystery-box-tier-2,9999,0
iced-medium-jumbo-number-necklace,Iced Medium Jumbo Number Necklace,N/CZ-BUB-NUM-2-BUB-NUM-1.5MM-KT-GLD,MERGE,mystery-box-tier-2,9999,0
iced-medium-jumbo-number-necklace,Iced Medium Jumbo Number Necklace,N/CZ-BUB-NUM-3-BUB-NUM-1.5MM-KT-GLD,MERGE,mystery-box-tier-2,9999,0
iced-medium-jumbo-number-necklace,Iced Medium Jumbo Number Necklace,N/CZ-BUB-NUM-4-BUB-NUM-1.5MM-KT-GLD,MERGE,mystery-box-tier-2,9999,0
iced-medium-jumbo-number-necklace,Iced Medium Jumbo Number Necklace,N/CZ-BUB-NUM-5-BUB-NUM-1.5MM-KT-GLD,MERGE,mystery-box-tier-2,9999,0
iced-medium-jumbo-number-necklace,Iced Medium Jumbo Number Necklace,N/CZ-BUB-NUM-6-BUB-NUM-1.5MM-KT-GLD,MERGE,mystery-box-tier-2,9999,0
iced-medium-jumbo-number-necklace,Iced Medium Jumbo Number Necklace,N/CZ-BUB-NUM-7-BUB-NUM-1.5MM-KT-GLD,MERGE,mystery-box-tier-2,9999,0
iced-medium-jumbo-number-necklace,Iced Medium Jumbo Number Necklace,N/CZ-BUB-NUM-8-BUB-NUM-1.5MM-KT-GLD,MERGE,mystery-box-tier-2,9999,0
iced-medium-jumbo-number-necklace,Iced Medium Jumbo Number Necklace,N/CZ-BUB-NUM-9-BUB-NUM-1.5MM-KT-GLD,MERGE,mystery-box-tier-2,9999,0
star-of-david-necklace,Star Of David Necklace,"N/STR-DAV-BOX-16""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
star-of-david-necklace,Star Of David Necklace,"N/STR-DAV-BOX-18""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
classic-huggie-hoop-earring,Classic Huggie Hoop Earring,E/CL-HUG-HP-GLD,MERGE,mystery-box-tier-2,60,0
classic-huggie-hoop-earring,Classic Huggie Hoop Earring,E/CL-HUG-HP-SLVR,MERGE,mystery-box-tier-2,60,0
