Handle,Title,Variant SKU,Tags Command,Tags,Metafield: custom.mb_cap [integer],Metafield: custom.mb_used [integer]
sorority-necklace,Sorority Necklace,N/SRTY-11-SSigmaS-GLD,MERGE,mystery-box-tier-2,9999,0
sorority-necklace,Sorority Necklace,N/SRTY-12-KAlphaT-GLD,MERGE,mystery-box-tier-2,9999,0
sorority-necklace,Sorority Necklace,N/SRTY-13-KKappaG-GLD,MERGE,mystery-box-tier-2,9999,0
sorority-necklace,Sorority Necklace,N/SRTY-14-ZTauA-GLD,MERGE,mystery-box-tier-2,9999,0
classic-cz-letter-cuff-charm,Classic Cz Letter Cuff Charm,N/CZ-LTR-A-CHRM-G,MERGE,mystery-box-tier-2,50,0
classic-cz-letter-cuff-charm,Classic Cz Letter Cuff Charm,N/CZ-LTR-B-CHRM-G,MERGE,mystery-box-tier-2,50,0
classic-cz-letter-cuff-charm,Classic Cz Letter Cuff Charm,N/CZ-LTR-C-CHRM-G,MERGE,mystery-box-tier-2,50,0
classic-cz-letter-cuff-charm,Classic Cz Letter Cuff Charm,N/CZ-LTR-D-CHRM-G,MERGE,mystery-box-tier-2,50,0
classic-cz-letter-cuff-charm,Classic Cz Letter Cuff Charm,N/CZ-LTR-E-CHRM-G,MERGE,mystery-box-tier-2,50,0
classic-cz-letter-cuff-charm,Classic Cz Letter Cuff Charm,N/CZ-LTR-F-CHRM-G,MERGE,mystery-box-tier-2,50,0
classic-cz-letter-cuff-charm,Classic Cz Letter Cuff Charm,N/CZ-LTR-G-CHRM-G,MERGE,mystery-box-tier-2,50,0
classic-cz-letter-cuff-charm,Classic Cz Letter Cuff Charm,N/CZ-LTR-H-CHRM-G,MERGE,mystery-box-tier-2,50,0
classic-cz-letter-cuff-charm,Classic Cz Letter Cuff Charm,N/CZ-LTR-I-CHRM-G,MERGE,mystery-box-tier-2,50,0
classic-cz-letter-cuff-charm,Classic Cz Letter Cuff Charm,N/CZ-LTR-J-CHRM-G,MERGE,mystery-box-tier-2,50,0
classic-cz-letter-cuff-charm,Classic Cz Letter Cuff Charm,N/CZ-LTR-K-CHRM-G,MERGE,mystery-box-tier-2,50,0
classic-cz-letter-cuff-charm,Classic Cz Letter Cuff Charm,N/CZ-LTR-L-CHRM-G,MERGE,mystery-box-tier-2,50,0
classic-cz-letter-cuff-charm,Classic Cz Letter Cuff Charm,N/CZ-LTR-M-CHRM-G,MERGE,mystery-box-tier-2,50,0
classic-cz-letter-cuff-charm,Classic Cz Letter Cuff Charm,N/CZ-LTR-N-CHRM-G,MERGE,mystery-box-tier-2,50,0
classic-cz-letter-cuff-charm,Classic Cz Letter Cuff Charm,N/CZ-LTR-O-CHRM-G,MERGE,mystery-box-tier-2,50,0
classic-cz-letter-cuff-charm,Classic Cz Letter Cuff Charm,N/CZ-LTR-P-CHRM-G,MERGE,mystery-box-tier-2,50,0
classic-cz-letter-cuff-charm,Classic Cz Letter Cuff Charm,N/CZ-LTR-Q-CHRM-G,MERGE,mystery-box-tier-2,50,0
classic-cz-letter-cuff-charm,Classic Cz Letter Cuff Charm,N/CZ-LTR-R-CHRM-G,MERGE,mystery-box-tier-2,50,0
classic-cz-letter-cuff-charm,Classic Cz Letter Cuff Charm,N/CZ-LTR-S-CHRM-G,MERGE,mystery-box-tier-2,50,0
classic-cz-letter-cuff-charm,Classic Cz Letter Cuff Charm,N/CZ-LTR-T-CHRM-G,MERGE,mystery-box-tier-2,50,0
classic-cz-letter-cuff-charm,Classic Cz Letter Cuff Charm,N/CZ-LTR-U-CHRM-G,MERGE,mystery-box-tier-2,50,0
classic-cz-letter-cuff-charm,Classic Cz Letter Cuff Charm,N/CZ-LTR-V-CHRM-G,MERGE,mystery-box-tier-2,50,0
classic-cz-letter-cuff-charm,Classic Cz Letter Cuff Charm,N/CZ-LTR-W-CHRM-G,MERGE,mystery-box-tier-2,50,0
classic-cz-letter-cuff-charm,Classic Cz Letter Cuff Charm,N/CZ-LTR-X-CHRM-G,MERGE,mystery-box-tier-2,50,0
classic-cz-letter-cuff-charm,Classic Cz Letter Cuff Charm,N/CZ-LTR-Y-CHRM-G,MERGE,mystery-box-tier-2,50,0
classic-cz-letter-cuff-charm,Classic Cz Letter Cuff Charm,N/CZ-LTR-Z-CHRM-G,MERGE,mystery-box-tier-2,50,0
cz-teardrop-necklace,CZ Teardrop Necklace,N/CZ-TRDRP-GLD,MERGE,mystery-box-tier-2,20,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-A-BOX-16""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-A-BOX-18""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-B-BOX-16""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-B-BOX-18""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-C-BOX-16""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-C-BOX-18""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-D-BOX-16""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-D-BOX-18""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-E-BOX-16""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-E-BOX-18""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-F-BOX-16""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-F-BOX-18""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-G-BOX-16""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-G-BOX-18""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-H-BOX-16""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-H-BOX-18""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-I-BOX-16""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-I-BOX-18""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-J-BOX-16""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-J-BOX-18""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-K-BOX-16""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-K-BOX-18""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-L-BOX-16""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-L-BOX-18""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-M-BOX-16""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-M-BOX-18""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-N-BOX-16""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-N-BOX-18""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-O-BOX-16""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-O-BOX-18""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-P-BOX-16""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-P-BOX-18""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-Q-BOX-16""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-Q-BOX-18""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-R-BOX-16""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-R-BOX-18""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-S-BOX-16""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-S-BOX-18""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-T-BOX-16""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-T-BOX-18""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-U-BOX-16""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-U-BOX-18""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-V-BOX-16""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-V-BOX-18""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-W-BOX-16""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-W-BOX-18""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-X-BOX-16""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-X-BOX-18""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-Y-BOX-16""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-Y-BOX-18""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-Z-BOX-16""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-Z-BOX-18""-KT-GLD",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-A-BOX-16""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-A-BOX-18""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-B-BOX-16""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-B-BOX-18""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-C-BOX-16""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-C-BOX-18""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-D-BOX-16""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-D-BOX-18""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-E-BOX-16""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-E-BOX-18""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-F-BOX-16""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-F-BOX-18""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-G-BOX-16""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-G-BOX-18""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-H-BOX-16""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-H-BOX-18""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-I-BOX-16""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-I-BOX-18""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-J-BOX-16""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-J-BOX-18""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-K-BOX-16""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-K-BOX-18""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-L-BOX-16""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-L-BOX-18""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-M-BOX-16""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-M-BOX-18""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-N-BOX-16""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-N-BOX-18""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
bubble-letter-cz-necklace,Bubble Letter CZ Necklace,"N/CZ-BUB-INTL-O-BOX-16""-KT-SLVR",MERGE,mystery-box-tier-2,9999,0
